0.001	2	-1758.7050795594175	12.860382286525116
0.002	2	-1713.6758489711915	12.334701891775627
0.003	2	-1671.235722925519	11.896654625381665
0.004	2	-1631.1519568118842	11.503026798050865
0.005	2	-1593.0100174071151	11.164612022112856
0.006	2	-1556.877612902921	10.87617224979833
0.007	2	-1522.4958082403632	10.641981593952563
0.008	2	-1489.7032561240312	10.407435444475091
0.009000000000000001	2	-1458.4129015130372	10.18536932019999
0.010000000000000002	2	-1428.5499212740558	9.983035158929692
0.011	2	-1399.9616587931748	9.79655839413881
0.012	2	-1372.5715218698622	9.620971670300893
0.013000000000000001	2	-1346.3103112930967	9.455087139391743
0.014000000000000002	2	-1321.1693637092092	9.298317150330993
0.015	2	-1296.9212295504342	9.149718480390645
0.016	2	-1273.8422794305254	9.015627464901772
0.017	2	-1251.7974575852652	8.897357831840539
0.018000000000000002	2	-1230.5582490366307	8.792810822948015
0.019000000000000003	2	-1210.0986985481966	8.691390470538822
0.02	2	-1190.326239874806	8.595100369572313
0.021	2	-1171.193348140654	8.501975925966608
0.022000000000000002	2	-1152.6052037672384	8.416768306142274
0.023	2	-1134.7598760613716	8.338251584216213
0.024	2	-1117.5112840278694	8.262768571992451
0.025	2	-1100.8388330712492	8.19364600995016
0.026000000000000002	2	-1084.6992920288506	8.125444575507071
0.027000000000000003	2	-1069.0639633792	8.061091413718959
0.028	2	-1053.9110814614537	7.99881985591499
0.029	2	-1039.1872839874968	7.938882065737944
0.030000000000000002	2	-1024.8484150923066	7.880629781331144
0.031	2	-1010.9646886447257	7.825521564790101
0.032	2	-997.4751417876979	7.7714636866049345
0.033	2	-984.3990719561485	7.718979294094108
0.034	2	-971.680464257212	7.668208279475839
0.035	2	-959.3599411031458	7.619993882010208
0.036000000000000004	2	-947.4007243275439	7.575315326742071
0.037000000000000005	2	-935.7502445673703	7.532410663604452
0.038	2	-924.4630952873607	7.491253662759862
0.039	2	-913.4976958524901	7.451593231335031
0.04	2	-902.7952367614914	7.413009300542202
0.041	2	-892.4067928617405	7.3750832634278884
